seqnames	strand	source	type	phase	names	gene_id	start	end
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_09367	W_mirabilis_09367	24215766	24216456
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_09366	W_mirabilis_09366	24284561	24286060
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_14447	W_mirabilis_14447	24546034	24546690
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_14448	W_mirabilis_14448	24585504	24587660
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_14449	W_mirabilis_14449	24627843	24856403
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_17974	W_mirabilis_17974	25201477	25204272
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_10920	W_mirabilis_10920	25598412	25729856
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_10921	W_mirabilis_10921	25859210	25925669
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_10922	W_mirabilis_10922	25945030	25951190
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_10923	W_mirabilis_10923	25979229	25980147
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_10924	W_mirabilis_10924	26025664	26029669
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_10925	W_mirabilis_10925	26689076	26689511
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_10926	W_mirabilis_10926	26689759	26692135
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_10927	W_mirabilis_10927	26956458	26960531
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_10928	W_mirabilis_10928	27108153	27319705
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_10929	W_mirabilis_10929	27516083	27524697
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_10930	W_mirabilis_10930	27647124	27647490
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_10931	W_mirabilis_10931	27650822	27758227
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_10932	W_mirabilis_10932	27984800	28105219
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_10933	W_mirabilis_10933	28160329	28166524
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_10934	W_mirabilis_10934	28253318	28305750
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_10935	W_mirabilis_10935	28323184	28326358
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_10936	W_mirabilis_10936	28519013	28521789
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_10937	W_mirabilis_10937	28621570	28622054
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_10938	W_mirabilis_10938	28622113	28623034
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_10939	W_mirabilis_10939	28636399	28637374
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_10940	W_mirabilis_10940	28638011	28638650
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_10941	W_mirabilis_10941	28772290	28772758
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_10942	W_mirabilis_10942	28773354	28773822
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_16263	W_mirabilis_16263	28824103	28824604
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_16264	W_mirabilis_16264	28966832	28971570
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_16265	W_mirabilis_16265	29166850	29217768
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_12353	W_mirabilis_12353	29465998	29466157
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_12354	W_mirabilis_12354	29699288	29841164
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_12355	W_mirabilis_12355	29996407	30002080
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_21757	W_mirabilis_21757	30268282	30589004
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_21756	W_mirabilis_21756	30644062	30644551
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_21755	W_mirabilis_21755	30645110	30645815
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_21754	W_mirabilis_21754	30648443	30648758
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_21753	W_mirabilis_21753	30649051	30649348
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_21752	W_mirabilis_21752	30649720	30649975
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_21751	W_mirabilis_21751	30751172	30754645
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_21750	W_mirabilis_21750	30960024	30961506
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_21749	W_mirabilis_21749	31115322	31119789
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_21748	W_mirabilis_21748	31550823	31693249
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_21747	W_mirabilis_21747	32300708	32301487
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_21746	W_mirabilis_21746	32301805	32302569
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14980	W_mirabilis_14980	32973024	33031695
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_14979	W_mirabilis_14979	33134816	33135017
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_14978	W_mirabilis_14978	33135536	33135905
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_14977	W_mirabilis_14977	33221575	33225631
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14976	W_mirabilis_14976	33396685	33397093
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14975	W_mirabilis_14975	33397331	33399262
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14974	W_mirabilis_14974	33400039	33400570
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14973	W_mirabilis_14973	33775173	34099798
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_14972	W_mirabilis_14972	34988237	34988804
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_14971	W_mirabilis_14971	35031707	35033742
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_14970	W_mirabilis_14970	35301433	35305578
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_14969	W_mirabilis_14969	35537409	35539192
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_14968	W_mirabilis_14968	35997343	35998114
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14967	W_mirabilis_14967	36366591	36367119
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14966	W_mirabilis_14966	36367194	36367482
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14965	W_mirabilis_14965	36825335	36857542
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14964	W_mirabilis_14964	36933404	36933731
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14963	W_mirabilis_14963	36934074	36935244
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14962	W_mirabilis_14962	36979316	36980444
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14961	W_mirabilis_14961	36981048	36981267
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_14960	W_mirabilis_14960	37012446	37013351
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14959	W_mirabilis_14959	37052472	37052991
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14958	W_mirabilis_14958	37053397	37351185
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14957	W_mirabilis_14957	37468420	37468684
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14956	W_mirabilis_14956	37649595	37649913
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14955	W_mirabilis_14955	37650440	37651596
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14954	W_mirabilis_14954	37654380	37654590
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14953	W_mirabilis_14953	37663845	37667413
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14952	W_mirabilis_14952	37667439	37670119
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14951	W_mirabilis_14951	37670404	37671287
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_14950	W_mirabilis_14950	38084993	38090224
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_14949	W_mirabilis_14949	38185096	38258559
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_13860	W_mirabilis_13860	38517227	38517962
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_13859	W_mirabilis_13859	38602762	38641044
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_13858	W_mirabilis_13858	38658891	38661841
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_15073	W_mirabilis_15073	39402693	39403834
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_15072	W_mirabilis_15072	39403918	39404830
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_15071	W_mirabilis_15071	39607693	39608380
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_15070	W_mirabilis_15070	39609410	39610380
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_15069	W_mirabilis_15069	39638671	39639264
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_19598	W_mirabilis_19598	39819700	39821572
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_19597	W_mirabilis_19597	39827278	39828943
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_19596	W_mirabilis_19596	39948001	39950607
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_01851	W_mirabilis_01851	40175253	40180514
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_01852	W_mirabilis_01852	40391834	40395997
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_01853	W_mirabilis_01853	40425668	40427571
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_01854	W_mirabilis_01854	40447908	40465383
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_01855	W_mirabilis_01855	40553738	40558888
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_01856	W_mirabilis_01856	40600770	40601615
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_01857	W_mirabilis_01857	40884572	40893275
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_01858	W_mirabilis_01858	40993556	40994665
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_01859	W_mirabilis_01859	41123643	41292826
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_01860	W_mirabilis_01860	41462563	41463433
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_01861	W_mirabilis_01861	41463640	41464753
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_01862	W_mirabilis_01862	41568590	41570077
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_22380	W_mirabilis_22380	41742370	41742715
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_11812	W_mirabilis_11812	42230821	42231502
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_11811	W_mirabilis_11811	42231726	42234176
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_20945	W_mirabilis_20945	42950235	42950712
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_17978	W_mirabilis_17978	43335618	43342191
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_18957	W_mirabilis_18957	43611099	43614311
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_18956	W_mirabilis_18956	43660607	43673347
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_09134	W_mirabilis_09134	43917208	43969606
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_09135	W_mirabilis_09135	44120319	44122041
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_09136	W_mirabilis_09136	44186792	44190797
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_09137	W_mirabilis_09137	44460680	44527445
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_09138	W_mirabilis_09138	44529588	44529951
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_09139	W_mirabilis_09139	44530463	44531039
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_09140	W_mirabilis_09140	44587925	44608671
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_09141	W_mirabilis_09141	44633957	44681228
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_19967	W_mirabilis_19967	44894696	44899669
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_19968	W_mirabilis_19968	44962405	45005396
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_09919	W_mirabilis_09919	45145884	45164470
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_09918	W_mirabilis_09918	45439634	45442469
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_09917	W_mirabilis_09917	45638021	45640851
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_09916	W_mirabilis_09916	45640912	45641675
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_09915	W_mirabilis_09915	45762944	45765680
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_17898	W_mirabilis_17898	46150084	46151659
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_17897	W_mirabilis_17897	46152293	46152761
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_17896	W_mirabilis_17896	46262369	46262696
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_17895	W_mirabilis_17895	46372967	46412071
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_17894	W_mirabilis_17894	46433078	46435195
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_20738	W_mirabilis_20738	46683762	46684344
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_18790	W_mirabilis_18790	47002120	47003408
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_16864	W_mirabilis_16864	47388491	47389160
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_16865	W_mirabilis_16865	47397705	47397987
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_16866	W_mirabilis_16866	47398475	47398757
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_21512	W_mirabilis_21512	47886851	47888256
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_21511	W_mirabilis_21511	47966194	47966944
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_11728	W_mirabilis_11728	48066915	48068161
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_11727	W_mirabilis_11727	48128806	48129448
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_11726	W_mirabilis_11726	48412219	48562853
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_26688	W_mirabilis_26688	48930988	48931624
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_26687	W_mirabilis_26687	48932031	48933693
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_26686	W_mirabilis_26686	49247758	49248806
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_26685	W_mirabilis_26685	49248864	49321576
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_26684	W_mirabilis_26684	49510325	49528534
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_26683	W_mirabilis_26683	49661246	49661606
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_26682	W_mirabilis_26682	49662236	49662849
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_26681	W_mirabilis_26681	49751043	50071531
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_26680	W_mirabilis_26680	50245287	50246912
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_26679	W_mirabilis_26679	50401007	50404688
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_26678	W_mirabilis_26678	50448014	50449656
Chr01	-	dryad_ht76hdrdr	gene	-	W_mirabilis_21975	W_mirabilis_21975	50754509	50756763
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_01880	W_mirabilis_01880	51042597	51042939
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_01881	W_mirabilis_01881	51043232	51043574
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_01882	W_mirabilis_01882	51084284	51090151
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_01883	W_mirabilis_01883	51126511	51234768
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_01884	W_mirabilis_01884	51464718	51466297
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_01885	W_mirabilis_01885	51469231	51471589
Chr01	+	dryad_ht76hdrdr	gene	+	W_mirabilis_01886	W_mirabilis_01886	51503685	51575365
