seqnames	names	start	end
pin_chr1	Pt1G02490.1	78516153	78517127
pin_chr1	Pt1G02500.1	78862412	78863965
pin_chr1	Pt1G02510.1	80214577	80214946
pin_chr1	Pt1G02520.1	80551515	80556291
pin_chr1	Pt1G02530.1	81039869	81046073
pin_chr1	Pt1G02540.1	81105164	81368210
pin_chr1	Pt1G02550.1	81472909	81604375
pin_chr1	Pt1G02560.1	81780502	81791510
pin_chr1	Pt1G02570.1	81996907	82007312
pin_chr1	Pt1G02580.1	82078242	82079676
pin_chr1	Pt1G02590.1	82223930	82225152
pin_chr1	Pt1G02600.1	82304632	82305189
pin_chr1	Pt1G02610.1	82718904	82719289
pin_chr1	Pt1G02620.1	82733135	82733972
pin_chr1	Pt1G02630.1	82764882	82766894
pin_chr1	Pt1G02640.1	82788955	82789822
pin_chr1	Pt1G02650.10	82900654	82901913
pin_chr1	Pt1G02670.1	82945513	82946775
pin_chr1	Pt1G02680.1	84741053	84746129
pin_chr1	Pt1G02690.1	85152273	85156055
pin_chr1	Pt1G02710.1	86407022	86407551
pin_chr1	Pt1G02720.1	88024069	88026204
pin_chr1	Pt1G02730.1	88306494	88317735
pin_chr1	Pt1G02740.1	88321639	88322469
pin_chr1	Pt1G02750.1	88460401	88461185
pin_chr1	Pt1G02760.1	88728936	88729378
pin_chr1	Pt1G02770.1	90710592	90712587
pin_chr1	Pt1G02780.1	91262882	91268233
pin_chr1	Pt1G02790.1	91443583	91496532
pin_chr1	Pt1G02800.1	91498854	91501613
pin_chr1	Pt1G02810.1	92273437	92273949
pin_chr1	Pt1G02820.1	92309361	92314746
pin_chr1	Pt1G02830.1	92988009	92991516
pin_chr1	Pt1G02840.1	93390523	93398359
pin_chr1	Pt1G02850.1	93431805	93432134
pin_chr1	Pt1G02860.1	93592045	93592261
pin_chr1	Pt1G02870.1	93684779	93685481
pin_chr1	Pt1G02880.1	93777792	93779079
pin_chr1	Pt1G02890.1	94019997	94020498
pin_chr1	Pt1G02900.1	94021424	94262024
pin_chr1	Pt1G02910.1	94548791	94566934
pin_chr1	Pt1G02920.1	94607635	94607842
pin_chr1	Pt1G02930.1	94913595	94915128
pin_chr1	Pt1G02940.1	94919106	94936179
pin_chr1	Pt1G02950.1	94955795	94957334
pin_chr1	Pt1G02960.1	95375233	95376274
pin_chr1	Pt1G02970.2	95457117	95457850
pin_chr1	Pt1G02970.1	95502022	95502611
pin_chr1	Pt1G02980.1	95522457	95525236
pin_chr1	Pt1G02990.1	95767710	95772905
pin_chr1	Pt1G03000.1	95813778	96009031
pin_chr1	Pt1G03010.1	96168731	96170249
pin_chr1	Pt1G03020.1	96484893	96486435
pin_chr1	Pt1G03030.1	96774625	96777106
pin_chr1	Pt1G03040.1	96796548	96799103
pin_chr1	Pt1G03050.1	97174275	97175817
pin_chr1	Pt1G03060.1	97218431	97218837
pin_chr1	Pt1G03070.1	97724946	98024218
pin_chr1	Pt1G03090.1	98059691	98205167
pin_chr1	Pt1G03100.1	98838046	99213440
pin_chr1	Pt1G03110.1	99297805	99322759
pin_chr1	Pt1G03120.1	99430659	99432771
pin_chr1	Pt1G03130.3	99586089	99588152
pin_chr1	Pt1G03140.1	100615610	100915951
pin_chr1	Pt1G03150.1	101062609	101063674
pin_chr1	Pt1G03160.1	101904412	101907163
pin_chr1	Pt1G03170.1	103052784	103054669
pin_chr1	Pt1G03180.1	103092254	103092654
pin_chr1	Pt1G03190.1	103180710	103182822
pin_chr1	Pt1G03210.2	103282335	103285233
pin_chr1	Pt1G03220.1	103309134	103309446
pin_chr1	Pt1G03230.1	103987596	103992888
pin_chr1	Pt1G03240.1	104030718	104031105
pin_chr1	Pt1G03250.1	104532379	104535559
pin_chr1	Pt1G03260.1	104846099	104852714
pin_chr1	Pt1G03270.1	105128093	105133226
pin_chr1	Pt1G03280.1	106067976	106069896
pin_chr1	Pt1G03290.1	106503886	106508290
pin_chr1	Pt1G03300.1	107770836	107772264
pin_chr1	Pt1G03310.1	108094825	108099295
pin_chr1	Pt1G03320.1	108606843	108607272
pin_chr1	Pt1G03330.1	109010312	109012154
pin_chr1	Pt1G03350.1	109692421	109695638
pin_chr1	Pt1G03370.1	110355230	110355898
pin_chr1	Pt1G03380.1	110850228	110853399
pin_chr1	Pt1G03390.1	111501304	111504520
pin_chr1	Pt1G03410.1	111701436	111701765
pin_chr1	Pt1G03420.1	111929364	111933433
pin_chr1	Pt1G03430.1	112185548	112187123
pin_chr1	Pt1G03440.1	112195241	112195803
pin_chr1	Pt1G03450.1	112791496	112791799
pin_chr1	Pt1G03460.1	113047601	113048884
pin_chr1	Pt1G03470.1	113293349	113297000
pin_chr1	Pt1G03480.1	113887247	113890719
pin_chr1	Pt1G03490.1	114060794	114068763
pin_chr1	Pt1G03500.1	115364665	115367162
pin_chr1	Pt1G03510.2	115738887	115740607
pin_chr1	Pt1G03520.1	116262702	116262997
pin_chr1	Pt1G03530.1	116770177	116770897
pin_chr1	Pt1G03540.1	116877410	116878258
pin_chr1	Pt1G03570.1	116923507	116928362
pin_chr1	Pt1G03590.1	117407829	117413129
pin_chr1	Pt1G03600.1	117472701	117472996
pin_chr1	Pt1G03610.1	118913649	118916775
pin_chr1	Pt1G03620.1	119028656	119029960
pin_chr1	Pt1G03630.1	119088447	119091120
pin_chr1	Pt1G03640.1	119257237	119425110
pin_chr1	Pt1G03650.1	119715369	119746706
pin_chr1	Pt1G03660.1	119765070	119772546
pin_chr1	Pt1G03670.1	119772549	119773324
pin_chr1	Pt1G03680.1	120843188	120847271
pin_chr1	Pt1G03690.1	121171726	121173481
pin_chr1	Pt1G03710.1	122384970	122385236
pin_chr1	Pt1G03720.1	122428579	122429645
pin_chr1	Pt1G03730.1	122463333	122469233
pin_chr1	Pt1G03740.1	122976796	122977042
pin_chr1	Pt1G03750.7	123157059	123542847
pin_chr1	Pt1G03760.1	123715195	123715754
pin_chr1	Pt1G03770.1	123717484	123853706
pin_chr1	Pt1G03780.2	124268820	124272475
pin_chr1	Pt1G03790.1	124340062	124343606
pin_chr1	Pt1G03800.1	124398476	124399163
pin_chr1	Pt1G03810.1	124428651	124450156
pin_chr1	Pt1G03820.1	124516027	124523194
pin_chr1	Pt1G03830.1	124672579	124674963
pin_chr1	Pt1G03840.1	124830437	124832727
pin_chr1	Pt1G03850.1	124871949	124875752
pin_chr1	Pt1G03860.1	124928294	124931588
pin_chr1	Pt1G03870.1	125094068	125095497
pin_chr1	Pt1G03880.1	125244076	125245729
pin_chr1	Pt1G03890.1	125327715	125329248
pin_chr1	Pt1G03900.1	125636935	125637758
pin_chr1	Pt1G03910.1	125977896	126247337
pin_chr1	Pt1G03920.1	126660564	126661720
pin_chr1	Pt1G03930.1	126824849	127357890
pin_chr1	Pt1G03960.1	127463744	127464551
pin_chr1	Pt1G03970.1	127523350	127533169
pin_chr1	Pt1G03980.1	128102644	128105526
pin_chr1	Pt1G03990.1	128380794	128381342
pin_chr1	Pt1G04000.1	128725131	128754410
pin_chr1	Pt1G04010.1	128828512	128829114
pin_chr1	Pt1G04020.1	129073105	129076019
pin_chr1	Pt1G04030.1	129568790	129570371
pin_chr1	Pt1G04040.1	130117375	130123883
pin_chr1	Pt1G04050.1	130291764	130292721
pin_chr1	Pt1G04060.1	130292784	130294385
pin_chr1	Pt1G04070.3	130299981	130302903
pin_chr1	Pt1G04080.1	130305562	130306478
pin_chr1	Pt1G04090.2	130777748	130816250
pin_chr1	Pt1G04100.1	130895685	130902230
pin_chr1	Pt1G04110.1	130936553	130937397
pin_chr1	Pt1G04120.6	131060083	131064964
pin_chr1	Pt1G04130.1	131065658	131066574
pin_chr1	Pt1G04140.1	131079697	131079904
pin_chr1	Pt1G04150.1	131292262	131298030
pin_chr1	Pt1G04160.1	131368070	131388264
pin_chr1	Pt1G04170.1	132553783	132557264
pin_chr1	Pt1G04180.1	132840681	132845126
pin_chr1	Pt1G04190.1	132929159	132934088
pin_chr1	Pt1G04200.2	132954773	132959674
pin_chr1	Pt1G04210.1	134219313	134221613
pin_chr1	Pt1G04220.1	134241131	134241731
pin_chr1	Pt1G04230.1	134280422	134281464
pin_chr1	Pt1G04240.1	134349971	134351777
pin_chr1	Pt1G04250.1	135433268	135436953
pin_chr1	Pt1G04260.1	136363929	136364508
pin_chr1	Pt1G04270.1	136695497	136695764
pin_chr1	Pt1G04280.1	138401499	138407072
pin_chr1	Pt1G04290.1	139049805	139049979
pin_chr1	Pt1G04300.1	140036027	140105507
pin_chr1	Pt1G04310.1	140300347	140303016
pin_chr1	Pt1G04320.1	140639265	140640957
pin_chr1	Pt1G04330.1	140777172	140777973
pin_chr1	Pt1G04340.1	141025952	141052355
pin_chr1	Pt1G04350.1	142160368	142163413
pin_chr1	Pt1G04360.1	142193665	142195401
pin_chr1	Pt1G04380.1	142952262	142952613
pin_chr1	Pt1G04390.1	143307326	143308453
pin_chr1	Pt1G04400.1	143658808	143659968
pin_chr1	Pt1G04410.1	143717541	143721426
pin_chr1	Pt1G04420.1	144041434	144043647
pin_chr1	Pt1G04430.1	144192215	144194494
pin_chr1	Pt1G04440.1	144205992	144206936
pin_chr1	Pt1G04450.1	144730306	144731663
pin_chr1	Pt1G04460.1	146134778	146135379
pin_chr1	Pt1G04470.1	146149927	146327804
pin_chr1	Pt1G04490.4	146631250	146744460
pin_chr1	Pt1G04500.1	147112078	147312088
pin_chr1	Pt1G04520.1	147817671	147819645
pin_chr1	Pt1G04530.1	147998324	147998504
pin_chr1	Pt1G04540.1	148049241	148049412
pin_chr1	Pt1G04550.1	148623389	148933779
pin_chr1	Pt1G04560.1	149137864	149141227
pin_chr1	Pt1G04570.2	149159059	149159308
pin_chr1	Pt1G04580.2	150250483	150256924
pin_chr1	Pt1G04590.1	150647181	150647511
pin_chr1	Pt1G04600.1	150647925	150648254
pin_chr1	Pt1G04610.1	150752989	151075710
pin_chr1	Pt1G04620.1	151505545	151505836
pin_chr1	Pt1G04630.1	151510916	151511623
pin_chr1	Pt1G04650.1	151924886	151927127
pin_chr1	Pt1G04660.15	152724768	153013883
pin_chr1	Pt1G04670.1	154277617	154689177
pin_chr1	Pt1G04680.1	154761961	154791984
pin_chr1	Pt1G04690.5	155312349	155663036
pin_chr1	Pt1G04700.1	155915124	155916283
pin_chr1	Pt1G04710.1	155931172	155934124
pin_chr1	Pt1G04720.5	155935351	156179785
pin_chr1	Pt1G04730.1	157164653	157644521
pin_chr1	Pt1G04740.1	157913551	157913786
pin_chr1	Pt1G04750.1	157974152	157980556
pin_chr1	Pt1G04760.3	158337811	158766943
pin_chr1	Pt1G04770.10	159145164	159565697
pin_chr1	Pt1G04780.3	159588142	159590439
pin_chr1	Pt1G04790.1	159595103	159595418
pin_chr1	Pt1G04800.1	160352534	160352945
pin_chr1	Pt1G04810.1	160639344	160639578
pin_chr1	Pt1G04820.6	160667080	161072450
pin_chr1	Pt1G04840.1	161598124	161598685
pin_chr1	Pt1G04850.1	162096332	162100204
pin_chr1	Pt1G04860.11	162218297	162552430
pin_chr1	Pt1G04870.1	163186468	163192914
pin_chr1	Pt1G04890.1	163657660	163658519
pin_chr1	Pt1G04900.1	164456573	164457793
pin_chr1	Pt1G04910.1	164879241	165303875
pin_chr1	Pt1G04920.1	165909169	165909696
pin_chr1	Pt1G04940.1	166172843	166460523
pin_chr1	Pt1G04950.1	166806540	166807295
pin_chr1	Pt1G04960.11	167054543	167245241
pin_chr1	Pt1G04970.1	167246866	167248127
pin_chr1	Pt1G04980.1	167754441	167773117
pin_chr1	Pt1G04990.1	168387471	168387960
pin_chr1	Pt1G05010.1	168526034	168526446
pin_chr1	Pt1G05020.2	168574857	168579294
pin_chr1	Pt1G05030.1	168893959	168894547
pin_chr1	Pt1G05040.1	169478116	169478642
pin_chr1	Pt1G05050.1	169776947	169777299
pin_chr1	Pt1G05060.1	170317532	170318904
pin_chr1	Pt1G05070.1	171318433	171318862
pin_chr1	Pt1G05090.1	171765271	171766099
pin_chr1	Pt1G05100.1	172305903	172311583
pin_chr1	Pt1G05110.1	172501803	172502238
pin_chr1	Pt1G05120.1	172817433	172818842
pin_chr1	Pt1G05130.1	172991067	172994790
pin_chr1	Pt1G05140.1	173417237	173418170
pin_chr1	Pt1G05150.1	173432863	173434280
pin_chr1	Pt1G05160.1	173526006	173531800
pin_chr1	Pt1G05170.1	174891243	174891597
pin_chr1	Pt1G05180.1	175518769	175524576
pin_chr1	Pt1G05190.9	178233069	178290237
pin_chr1	Pt1G05200.1	178634377	178636949
pin_chr1	Pt1G05210.1	178698943	178699690
pin_chr1	Pt1G05220.4	178887573	179050062
pin_chr1	Pt1G05230.1	179628008	179633601
pin_chr1	Pt1G05240.1	181230236	181234281
pin_chr1	Pt1G05250.1	182178578	182201217
pin_chr1	Pt1G05260.1	182600175	182661075
pin_chr1	Pt1G05270.1	182703071	182808632
pin_chr1	Pt1G05280.1	183213436	183220437
pin_chr1	Pt1G05290.1	183889225	183889815
pin_chr1	Pt1G05300.1	183995524	184009595
pin_chr1	Pt1G05310.1	184271310	184286239
pin_chr1	Pt1G05320.1	184534427	184535477
pin_chr1	Pt1G05330.1	184851267	184855410
pin_chr1	Pt1G05340.1	186293896	186294978
pin_chr1	Pt1G05350.1	187164656	187165785
pin_chr1	Pt1G05360.1	187398939	187399943
pin_chr1	Pt1G05370.1	187785252	187787163
pin_chr1	Pt1G05380.1	187787257	187789058
pin_chr1	Pt1G05390.1	187789508	187790231
pin_chr1	Pt1G05400.1	188393981	188395041
pin_chr1	Pt1G05410.1	188503804	188508267
pin_chr1	Pt1G05420.1	189536593	189540743
pin_chr1	Pt1G05430.1	189763888	189765566
pin_chr1	Pt1G05440.1	190432466	190432807
pin_chr1	Pt1G05450.2	191213961	191218657
pin_chr1	Pt1G05460.1	191237276	191240463
pin_chr1	Pt1G05470.1	191992388	191994045
pin_chr1	Pt1G05480.1	191996999	191997814
pin_chr1	Pt1G05490.1	192564909	192566348
pin_chr1	Pt1G05500.1	192742957	192743441
pin_chr1	Pt1G05510.1	192756724	192758800
pin_chr1	Pt1G05520.1	193605105	193605893
pin_chr1	Pt1G05530.1	193608659	193609435
pin_chr1	Pt1G05540.1	193857471	193859421
pin_chr1	Pt1G05550.1	194030348	194031555
pin_chr1	Pt1G05560.3	194792042	194803559
pin_chr1	Pt1G05570.1	194904450	194905340
pin_chr1	Pt1G05580.1	195295519	195303758
pin_chr1	Pt1G05590.1	195483723	195533798
pin_chr1	Pt1G05600.1	195677916	195680890
pin_chr1	Pt1G05610.1	195867980	195869151
pin_chr1	Pt1G05620.1	195870373	195871413
pin_chr1	Pt1G05630.1	195936663	195940888
pin_chr1	Pt1G05640.1	196696148	196697197
pin_chr1	Pt1G05650.1	197001198	197004398
pin_chr1	Pt1G05660.1	197145152	197149148
pin_chr1	Pt1G05670.1	198339695	198341350
pin_chr1	Pt1G05680.1	199843813	199847305
pin_chr1	Pt1G05690.1	199910906	199911720
pin_chr1	Pt1G05700.1	199933780	199936748
pin_chr1	Pt1G05710.1	200341016	200341211
pin_chr1	Pt1G05720.1	200480467	200485893
pin_chr1	Pt1G05730.1	200506626	200506872
pin_chr1	Pt1G05740.1	200949857	200950961
pin_chr1	Pt1G05750.1	201179962	201198056
pin_chr1	Pt1G05760.1	201432181	201449204
pin_chr1	Pt1G05770.1	201830448	201841745
pin_chr1	Pt1G05780.1	201964103	201964515
pin_chr1	Pt1G05790.1	202227877	202246510
pin_chr1	Pt1G05800.1	202594453	202595569
pin_chr1	Pt1G05810.1	202606433	202607549
pin_chr1	Pt1G05820.1	202703101	202786246
pin_chr1	Pt1G05840.2	202969384	202975069
pin_chr1	Pt1G05850.1	203346267	203346870
pin_chr1	Pt1G05860.1	203526998	203527181
pin_chr1	Pt1G05870.1	204100316	204101149
pin_chr1	Pt1G05880.1	204117185	204117542
pin_chr1	Pt1G05890.1	204137357	204151355
pin_chr1	Pt1G05900.1	204153272	204157404
pin_chr1	Pt1G05910.1	204182911	204183577
pin_chr1	Pt1G05920.1	204678066	204682475
pin_chr1	Pt1G05940.1	205394741	205394936
pin_chr1	Pt1G05950.1	205945306	205945822
pin_chr1	Pt1G05970.2	206074702	206184172
pin_chr1	Pt1G05990.3	206526866	206793273
pin_chr1	Pt1G06000.2	207071058	207072112
pin_chr1	Pt1G06010.1	207072348	207073806
pin_chr1	Pt1G06020.2	207285156	207292132
