seqnames	strand	source	type	phase	names	gene_id	start	end
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000033	CYCAS_000033	1319140	1323548
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000034	CYCAS_000034	1428062	1858682
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000035	CYCAS_000035	2114034	2114991
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000036	CYCAS_000036	2559035	3003658
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000037	CYCAS_000037	3041898	3043627
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000038	CYCAS_000038	3095765	3137351
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000039	CYCAS_000039	3363027	3364875
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000040	CYCAS_000040	4735925	5153521
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000041	CYCAS_000041	5292860	5293133
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000042	CYCAS_000042	5975904	5995324
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000043	CYCAS_000043	6087997	6088825
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000044	CYCAS_000044	6160358	6161081
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000045	CYCAS_000045	6341308	6784172
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000046	CYCAS_000046	6912015	7043918
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000047	CYCAS_000047	7332599	7757643
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000048	CYCAS_000048	9114393	9249235
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000049	CYCAS_000049	9359703	10279805
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000050	CYCAS_000050	10279919	10281350
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000051	CYCAS_000051	10793259	11248021
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000052	CYCAS_000052	11444404	11631610
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000053	CYCAS_000053	11879724	11882066
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000054	CYCAS_000054	12393203	12393551
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000055	CYCAS_000055	14158994	14642156
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000056	CYCAS_000056	14751304	14825470
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000057	CYCAS_000057	14892007	15826234
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000058	CYCAS_000058	18645709	18646075
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000059	CYCAS_000059	18656330	18715806
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000060	CYCAS_000060	19634590	19636556
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000061	CYCAS_000061	21683066	21684496
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000062	CYCAS_000062	23423183	23425151
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000063	CYCAS_000063	24088280	24089267
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000064	CYCAS_000064	24090389	24091230
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000065	CYCAS_000065	24093627	24094221
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000066	CYCAS_000066	24100649	24101024
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000067	CYCAS_000067	24111008	24111353
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000068	CYCAS_000068	24112010	24112313
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000069	CYCAS_000069	24113411	24113780
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000070	CYCAS_000070	24121110	24121413
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000071	CYCAS_000071	24122940	24124251
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000072	CYCAS_000072	24303807	24304520
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000073	CYCAS_000073	24304568	24305675
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000074	CYCAS_000074	26651950	26654765
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000075	CYCAS_000075	26973785	26979391
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000076	CYCAS_000076	29947634	29949286
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000077	CYCAS_000077	29949539	30269913
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000078	CYCAS_000078	30481591	31038585
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000079	CYCAS_000079	31349299	31349620
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000080	CYCAS_000080	31590189	31920458
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000081	CYCAS_000081	32262686	32265708
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000082	CYCAS_000082	32559693	32720161
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000083	CYCAS_000083	32974998	33102456
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000084	CYCAS_000084	33248579	33599561
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000085	CYCAS_000085	34005344	34006649
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000086	CYCAS_000086	34198656	34297720
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000087	CYCAS_000087	35323436	35323865
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000088	CYCAS_000088	35375729	35895761
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000089	CYCAS_000089	36582039	36583704
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000090	CYCAS_000090	36732513	36733275
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000091	CYCAS_000091	36795543	36798159
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000092	CYCAS_000092	36880962	37754073
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000093	CYCAS_000093	37893524	38158012
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000094	CYCAS_000094	38230322	38870011
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000095	CYCAS_000095	40708885	40868923
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000096	CYCAS_000096	41142235	41972601
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000097	CYCAS_000097	41972973	42110460
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000098	CYCAS_000098	42191034	42204900
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000099	CYCAS_000099	42205230	42622263
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000100	CYCAS_000100	42709028	43368330
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000101	CYCAS_000101	43539099	43840179
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000102	CYCAS_000102	44183460	44339516
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000103	CYCAS_000103	44588446	44776766
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000104	CYCAS_000104	45156244	45156577
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000105	CYCAS_000105	45806731	46230975
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000106	CYCAS_000106	47055918	47086925
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000107	CYCAS_000107	47191486	47191840
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000108	CYCAS_000108	47752472	47979339
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000109	CYCAS_000109	48021725	48687620
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000110	CYCAS_000110	48759012	48762682
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000111	CYCAS_000111	48766223	48792714
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000112	CYCAS_000112	49063851	49065921
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000113	CYCAS_000113	49241316	49242662
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000114	CYCAS_000114	49618774	49619127
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000115	CYCAS_000115	49622668	49623401
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000116	CYCAS_000116	49773544	49774147
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000117	CYCAS_000117	49970014	49971439
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000118	CYCAS_000118	49971486	49974017
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000119	CYCAS_000119	50320578	50588053
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000120	CYCAS_000120	51062626	51062950
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000121	CYCAS_000121	51111133	51534054
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000122	CYCAS_000122	51784240	52070411
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000123	CYCAS_000123	52686548	53078558
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000124	CYCAS_000124	53689058	53689409
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000125	CYCAS_000125	53959913	54577237
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000126	CYCAS_000126	54916910	54999344
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000127	CYCAS_000127	55182881	55187404
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000128	CYCAS_000128	55217070	55217346
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000129	CYCAS_000129	55692712	55697263
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000130	CYCAS_000130	55827120	55827426
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000131	CYCAS_000131	56173582	56228834
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000132	CYCAS_000132	56229011	56682734
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000133	CYCAS_000133	56874628	57324836
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000134	CYCAS_000134	57324858	57325578
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000135	CYCAS_000135	57608163	57609141
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000136	CYCAS_000136	57947462	58224919
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000137	CYCAS_000137	58547661	58548090
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000138	CYCAS_000138	58617797	58619007
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000139	CYCAS_000139	58875644	58883106
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000140	CYCAS_000140	58992632	58997737
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000141	CYCAS_000141	59680316	59681696
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000142	CYCAS_000142	59816477	60009655
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000143	CYCAS_000143	60009884	60234736
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000144	CYCAS_000144	60338069	60338387
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000145	CYCAS_000145	60338680	60646007
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000146	CYCAS_000146	61306969	61309768
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000147	CYCAS_000147	62131763	62414014
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000148	CYCAS_000148	62943400	62943997
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000149	CYCAS_000149	63187046	64441583
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000150	CYCAS_000150	65361376	65369418
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000151	CYCAS_000151	66723294	66723690
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000152	CYCAS_000152	67147204	67148437
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000153	CYCAS_000153	67369142	67369562
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000154	CYCAS_000154	67400747	67468116
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000155	CYCAS_000155	67993598	68066711
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000156	CYCAS_000156	68102428	68548007
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000157	CYCAS_000157	68839868	69342393
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000158	CYCAS_000158	69410746	69411373
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000159	CYCAS_000159	69445053	69954801
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000160	CYCAS_000160	70054432	70088880
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000161	CYCAS_000161	70212428	70213022
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000162	CYCAS_000162	70694462	70696599
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000163	CYCAS_000163	70807626	70809799
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000164	CYCAS_000164	70811081	70817084
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000165	CYCAS_000165	70817810	71168426
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000166	CYCAS_000166	71732569	72297663
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000167	CYCAS_000167	72468730	72470200
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000168	CYCAS_000168	72649781	72652620
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000169	CYCAS_000169	73173397	73173951
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000170	CYCAS_000170	73257262	73258297
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000171	CYCAS_000171	73474922	73847021
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000172	CYCAS_000172	73863123	73956009
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000173	CYCAS_000173	74537911	74720979
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000174	CYCAS_000174	75571485	75572088
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000175	CYCAS_000175	76515226	76515562
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000176	CYCAS_000176	76675486	76676451
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000177	CYCAS_000177	76676493	76772460
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000178	CYCAS_000178	76791049	76791472
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000179	CYCAS_000179	76854317	77099669
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000180	CYCAS_000180	77736496	77737675
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000181	CYCAS_000181	78114260	78116636
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000182	CYCAS_000182	78406293	78406572
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000183	CYCAS_000183	78406765	78756163
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000184	CYCAS_000184	78977492	79783766
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000185	CYCAS_000185	79987596	79991205
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000186	CYCAS_000186	80733942	80734617
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000187	CYCAS_000187	80837725	80838091
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000188	CYCAS_000188	81426120	81426840
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000189	CYCAS_000189	81474614	81717309
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000190	CYCAS_000190	82147672	82148392
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000191	CYCAS_000191	82436705	83194119
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000192	CYCAS_000192	83486187	83560892
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000193	CYCAS_000193	84811056	84816896
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000194	CYCAS_000194	85077074	85098099
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000195	CYCAS_000195	85600078	85600793
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000196	CYCAS_000196	85601237	85603642
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000197	CYCAS_000197	86016025	86016252
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000198	CYCAS_000198	86769650	86769960
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000199	CYCAS_000199	87834824	87918835
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000200	CYCAS_000200	88169330	88169485
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000201	CYCAS_000201	88272884	88273367
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000202	CYCAS_000202	88311109	88312516
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000203	CYCAS_000203	88312556	88430640
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000204	CYCAS_000204	88753148	88863810
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000205	CYCAS_000205	88863928	88959986
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000206	CYCAS_000206	88960337	88960637
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000207	CYCAS_000207	90200472	91031024
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000208	CYCAS_000208	91399326	91850857
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000209	CYCAS_000209	91864834	91882754
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000210	CYCAS_000210	92429456	92434250
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000211	CYCAS_000211	92461913	92463374
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000212	CYCAS_000212	92659473	92661716
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000213	CYCAS_000213	92661938	92662268
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000214	CYCAS_000214	92801747	92802419
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000215	CYCAS_000215	92858659	92859322
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000216	CYCAS_000216	92863364	92864575
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000217	CYCAS_000217	92893714	92895394
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000218	CYCAS_000218	92929331	92930691
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000219	CYCAS_000219	92931898	92932352
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000220	CYCAS_000220	93328689	93329100
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000221	CYCAS_000221	93329147	93427006
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000222	CYCAS_000222	93739027	93740668
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000223	CYCAS_000223	93887290	94291303
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000224	CYCAS_000224	94291722	94451018
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000225	CYCAS_000225	95140141	95141423
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000226	CYCAS_000226	95466296	95469323
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000227	CYCAS_000227	96462700	96462994
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000228	CYCAS_000228	96463955	96464403
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000229	CYCAS_000229	96676602	96707023
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000230	CYCAS_000230	97189688	97917869
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000231	CYCAS_000231	98030632	98505191
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000232	CYCAS_000232	98505326	98505725
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000233	CYCAS_000233	98806007	98808329
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000234	CYCAS_000234	99225031	99225535
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000235	CYCAS_000235	99270111	99270510
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000236	CYCAS_000236	99273324	99274068
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000237	CYCAS_000237	99791498	99792173
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000238	CYCAS_000238	100392603	100394149
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000239	CYCAS_000239	100827215	100827500
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000240	CYCAS_000240	100872928	100873915
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000241	CYCAS_000241	101066846	101192454
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000242	CYCAS_000242	101564692	101871536
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000243	CYCAS_000243	102110562	102606601
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000244	CYCAS_000244	102698046	102967665
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000245	CYCAS_000245	103149401	103590443
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000246	CYCAS_000246	103601882	103840154
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000247	CYCAS_000247	104588866	104880521
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000248	CYCAS_000248	104881779	104882916
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000249	CYCAS_000249	105743436	105743721
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000250	CYCAS_000250	105744254	105756641
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000251	CYCAS_000251	106570902	106840649
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000252	CYCAS_000252	106951768	106984538
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000253	CYCAS_000253	107054560	107055186
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000254	CYCAS_000254	107425365	107425728
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000255	CYCAS_000255	107479004	107480943
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000256	CYCAS_000256	107504313	107506251
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000257	CYCAS_000257	107937326	107939323
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000258	CYCAS_000258	108720422	108722314
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000259	CYCAS_000259	109190211	109192105
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000260	CYCAS_000260	110397923	110398331
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000261	CYCAS_000261	110545519	110545897
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000262	CYCAS_000262	111272346	111272718
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000263	CYCAS_000263	112192221	112194151
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000264	CYCAS_000264	112325498	112327690
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000265	CYCAS_000265	112757493	113634334
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000266	CYCAS_000266	113851957	113852257
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000267	CYCAS_000267	114314825	114687615
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000268	CYCAS_000268	114730811	114732767
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000269	CYCAS_000269	114917383	115007610
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000270	CYCAS_000270	116018597	116019605
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000271	CYCAS_000271	116019748	116020048
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000272	CYCAS_000272	116439817	116925912
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000273	CYCAS_000273	117182462	117183590
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000274	CYCAS_000274	117473329	118011123
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000275	CYCAS_000275	118319370	118320185
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000276	CYCAS_000276	118983940	119113328
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000277	CYCAS_000277	119439502	119443025
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000278	CYCAS_000278	119577540	120022798
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000279	CYCAS_000279	120065535	120239302
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000280	CYCAS_000280	120424675	120790444
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000281	CYCAS_000281	120924698	121738050
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000282	CYCAS_000282	122205929	122293734
cyc_chr1	-	ginkgoDB	gene	-	CYCAS_000283	CYCAS_000283	122479013	123033985
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000284	CYCAS_000284	123148297	123287351
cyc_chr1	+	ginkgoDB	gene	+	CYCAS_000285	CYCAS_000285	123306310	123321174
