seqnames	names	start	end
gin_chr1	evm_model_chr1_210	59234927	59235315
gin_chr1	evm_model_chr1_211	59597045	59597648
gin_chr1	evm_model_chr1_212	59674015	59674596
gin_chr1	evm_model_chr1_213	60371291	60373774
gin_chr1	evm_model_chr1_214	61431049	61434394
gin_chr1	evm_model_chr1_215	62414056	62414533
gin_chr1	evm_model_chr1_216	62481359	62481631
gin_chr1	evm_model_chr1_217	62832780	62835283
gin_chr1	evm_model_chr1_218	63339162	63486206
gin_chr1	evm_model_chr1_219	63660707	63661144
gin_chr1	evm_model_chr1_220	63917543	64094059
gin_chr1	evm_model_chr1_221	64177279	64177843
gin_chr1	evm_model_chr1_222	64455989	64458703
gin_chr1	evm_model_chr1_223	64795804	64797208
gin_chr1	evm_model_chr1_224	64925013	65286964
gin_chr1	evm_model_chr1_225	65650070	65942911
gin_chr1	evm_model_chr1_226	66240352	66240749
gin_chr1	evm_model_chr1_227	66252178	66254012
gin_chr1	evm_model_chr1_228	66601768	66613530
gin_chr1	evm_model_chr1_229	66929247	66931125
gin_chr1	evm_model_chr1_230	67003552	67005270
gin_chr1	evm_model_chr1_231	67447089	67448109
gin_chr1	evm_model_chr1_232	67613396	67614650
gin_chr1	evm_model_chr1_233	67659327	67884140
gin_chr1	evm_model_chr1_234	68021059	68029724
gin_chr1	evm_model_chr1_235	68171828	68173325
gin_chr1	evm_model_chr1_236	68331905	68338346
gin_chr1	evm_model_chr1_237	68445353	68446484
gin_chr1	evm_model_chr1_238	68486815	68488390
gin_chr1	evm_model_chr1_239	68881004	68882762
gin_chr1	evm_model_chr1_240	70121783	70123574
gin_chr1	evm_model_chr1_241	70204307	70205642
gin_chr1	evm_model_chr1_242	70855180	70855513
gin_chr1	evm_model_chr1_243	71125709	71486274
gin_chr1	evm_model_chr1_244	72366880	72368133
gin_chr1	evm_model_chr1_245	72500183	72500744
gin_chr1	evm_model_chr1_246	72654711	72681179
gin_chr1	evm_model_chr1_247	73251205	73268570
gin_chr1	evm_model_chr1_248	73392043	73396208
gin_chr1	evm_model_chr1_249	73651409	73654719
gin_chr1	evm_model_chr1_250	73717576	73830521
gin_chr1	evm_model_chr1_251	74197316	74199182
gin_chr1	evm_model_chr1_252	74469091	74471179
gin_chr1	evm_model_chr1_253	74560111	74832051
gin_chr1	evm_model_chr1_254	74832268	74833318
gin_chr1	evm_model_chr1_255	75001714	75007539
gin_chr1	evm_model_chr1_256	75188061	75189960
gin_chr1	evm_model_chr1_257	75557043	75559773
gin_chr1	evm_model_chr1_258	75811509	75813220
gin_chr1	evm_model_chr1_259	75926614	76026812
gin_chr1	evm_model_chr1_260	76278649	76282598
gin_chr1	evm_model_chr1_261	76365404	76366243
gin_chr1	evm_model_chr1_262	76786761	76787301
gin_chr1	evm_model_chr1_263	76807468	76858177
gin_chr1	evm_model_chr1_264	77263786	77265524
gin_chr1	evm_model_chr1_265	77681722	77682310
gin_chr1	evm_model_chr1_266	77938802	77939644
gin_chr1	evm_model_chr1_267	78181599	78263444
gin_chr1	evm_model_chr1_268	78469701	78538816
gin_chr1	evm_model_chr1_269	78734367	78736239
gin_chr1	evm_model_chr1_270	78790174	78792075
gin_chr1	evm_model_chr1_271	78889458	79036241
gin_chr1	evm_model_chr1_272	79208792	79215132
gin_chr1	evm_model_chr1_273	79922977	79923891
gin_chr1	evm_model_chr1_274	80001895	80200653
gin_chr1	evm_model_chr1_275	80492972	80494038
gin_chr1	evm_model_chr1_276	80585802	80711098
gin_chr1	evm_model_chr1_277	81134577	81243813
gin_chr1	evm_model_chr1_278	81441593	81443769
gin_chr1	evm_model_chr1_279	81773556	81774741
gin_chr1	evm_model_chr1_280	81851068	82016122
gin_chr1	evm_model_chr1_281	82705233	82705518
gin_chr1	evm_model_chr1_282	82837590	83122594
gin_chr1	evm_model_chr1_283	83328250	83328559
gin_chr1	evm_model_chr1_284	83483932	83568122
gin_chr1	evm_model_chr1_285	83568222	83568552
gin_chr1	evm_model_chr1_286	84048324	84147939
gin_chr1	evm_model_chr1_287	84512316	84514781
gin_chr1	evm_model_chr1_288	84543247	84544040
gin_chr1	evm_model_chr1_289	84630137	84633004
gin_chr1	evm_model_chr1_290	84972653	84974812
gin_chr1	evm_model_chr1_291	85012004	85014162
gin_chr1	evm_model_chr1_292	85225085	85225788
gin_chr1	evm_model_chr1_293	85311439	85312108
gin_chr1	evm_model_chr1_294	85320368	85321382
gin_chr1	evm_model_chr1_295	85792837	85794592
gin_chr1	evm_model_chr1_296	86718353	86719091
gin_chr1	evm_model_chr1_297	87223930	87224842
gin_chr1	evm_model_chr1_298	87867743	87870985
gin_chr1	evm_model_chr1_299	88012580	88015371
gin_chr1	evm_model_chr1_300	88223462	88224621
gin_chr1	evm_model_chr1_301	88431255	88433319
gin_chr1	evm_model_chr1_302	89990041	89991717
gin_chr1	evm_model_chr1_303	90929389	90959347
gin_chr1	evm_model_chr1_304	91252992	91254999
gin_chr1	evm_model_chr1_305	91405927	91406305
gin_chr1	evm_model_chr1_306	91894964	91895387
gin_chr1	evm_model_chr1_307	92378714	92454214
gin_chr1	evm_model_chr1_308	92648522	92648832
gin_chr1	evm_model_chr1_309	93451336	93452543
gin_chr1	evm_model_chr1_310	93843509	93844690
gin_chr1	evm_model_chr1_311	94240290	94313348
gin_chr1	evm_model_chr1_312	94912334	95141946
gin_chr1	evm_model_chr1_313	95378618	95609701
gin_chr1	evm_model_chr1_314	95860902	95862254
gin_chr1	evm_model_chr1_315	95875688	95876462
gin_chr1	evm_model_chr1_316	95933633	95939126
gin_chr1	evm_model_chr1_317	96143736	96144537
gin_chr1	evm_model_chr1_318	96189912	96414671
gin_chr1	evm_model_chr1_319	97114747	97121217
gin_chr1	evm_model_chr1_320	97324408	97497275
gin_chr1	evm_model_chr1_321	98000074	98008531
gin_chr1	evm_model_chr1_322	98207347	98208025
gin_chr1	evm_model_chr1_323	98574790	98575563
gin_chr1	evm_model_chr1_324	98895110	98895622
gin_chr1	evm_model_chr1_325	99375260	99537122
gin_chr1	evm_model_chr1_326	100047183	100084392
gin_chr1	evm_model_chr1_327	100185490	100191391
gin_chr1	evm_model_chr1_328	100851116	100852435
gin_chr1	evm_model_chr1_329	101139028	101232490
gin_chr1	evm_model_chr1_330	101905475	101915374
gin_chr1	evm_model_chr1_331	102376576	102383572
gin_chr1	evm_model_chr1_332	103807035	103812889
gin_chr1	evm_model_chr1_333	103838915	103841453
gin_chr1	evm_model_chr1_334	103930236	103931485
gin_chr1	evm_model_chr1_335	104881471	104882296
gin_chr1	evm_model_chr1_336	104884934	104885327
gin_chr1	evm_model_chr1_337	105001866	105003762
gin_chr1	evm_model_chr1_338	105021295	105021673
gin_chr1	evm_model_chr1_339	105417710	105419075
gin_chr1	evm_model_chr1_340	105426959	105428324
gin_chr1	evm_model_chr1_341	105583015	105584380
gin_chr1	evm_model_chr1_342	105700526	105701516
gin_chr1	evm_model_chr1_343	105842044	105843006
gin_chr1	evm_model_chr1_344	105879708	105979333
gin_chr1	evm_model_chr1_345	106270836	106276874
gin_chr1	evm_model_chr1_346	106328094	106328815
gin_chr1	evm_model_chr1_347	106406688	106420266
gin_chr1	evm_model_chr1_348	106526198	106526868
gin_chr1	evm_model_chr1_349	106840044	107041297
gin_chr1	evm_model_chr1_350	107125100	107127059
gin_chr1	evm_model_chr1_351	107720488	107746514
gin_chr1	evm_model_chr1_352	107747814	107748613
gin_chr1	evm_model_chr1_353	107885541	107889126
gin_chr1	evm_model_chr1_354	107937493	107938625
gin_chr1	evm_model_chr1_355	108202484	108204476
gin_chr1	evm_model_chr1_356	108265658	108267674
gin_chr1	evm_model_chr1_357	108407629	108409652
gin_chr1	evm_model_chr1_358	108524921	108529421
gin_chr1	evm_model_chr1_359	109007719	109040717
gin_chr1	evm_model_chr1_360	109132356	109134759
gin_chr1	evm_model_chr1_361	110106532	110109127
gin_chr1	evm_model_chr1_362	110751322	110799945
gin_chr1	evm_model_chr1_363	110882777	110883744
gin_chr1	evm_model_chr1_364	111016908	111017405
gin_chr1	evm_model_chr1_365	111083743	111087984
gin_chr1	evm_model_chr1_366	111455317	111456195
gin_chr1	evm_model_chr1_367	111505872	111506383
gin_chr1	evm_model_chr1_368	111607358	111613399
gin_chr1	evm_model_chr1_369	111839072	111841703
gin_chr1	evm_model_chr1_370	112065141	112120951
gin_chr1	evm_model_chr1_371	112222649	112223406
gin_chr1	evm_model_chr1_372	112360120	112521915
gin_chr1	evm_model_chr1_373	112959718	113119390
gin_chr1	evm_model_chr1_374	113767180	113820650
gin_chr1	evm_model_chr1_375	113859848	113860157
gin_chr1	evm_model_chr1_376	114045897	114097404
gin_chr1	evm_model_chr1_377	114250637	114328838
gin_chr1	evm_model_chr1_378	114569773	114573638
gin_chr1	evm_model_chr1_379	115100849	115103552
gin_chr1	evm_model_chr1_380	116303573	116305448
gin_chr1	evm_model_chr1_381	117163105	117163504
gin_chr1	evm_model_chr1_382	117549485	117626023
gin_chr1	evm_model_chr1_383	117631527	117632157
gin_chr1	evm_model_chr1_384	117852086	118060955
gin_chr1	evm_model_chr1_385	118093371	118093881
gin_chr1	evm_model_chr1_386	118482393	118692114
gin_chr1	evm_model_chr1_387	118871968	118872721
gin_chr1	evm_model_chr1_388	119157688	119159361
gin_chr1	evm_model_chr1_389	119171935	119172355
gin_chr1	evm_model_chr1_390	119276420	119278623
gin_chr1	evm_model_chr1_391	119397127	119401839
gin_chr1	evm_model_chr1_392	119587021	119588794
gin_chr1	evm_model_chr1_393	119926121	119927144
gin_chr1	evm_model_chr1_394	120242425	120351696
gin_chr1	evm_model_chr1_395	120844524	120885104
gin_chr1	evm_model_chr1_396	121196044	121197562
gin_chr1	evm_model_chr1_397	121616961	121620407
gin_chr1	evm_model_chr1_398	122813001	122815409
gin_chr1	evm_model_chr1_399	123112907	123115515
gin_chr1	evm_model_chr1_400	123328258	123329488
gin_chr1	evm_model_chr1_401	123379859	123382871
gin_chr1	evm_model_chr1_402	123405153	123406012
gin_chr1	evm_model_chr1_403	123758501	124125731
gin_chr1	evm_model_chr1_404	124171218	124224848
gin_chr1	evm_model_chr1_405	124494262	124667091
gin_chr1	evm_model_chr1_406	124820736	124824241
gin_chr1	evm_model_chr1_407	125083378	125093387
gin_chr1	evm_model_chr1_408	125350084	125353928
gin_chr1	evm_model_chr1_409	125657529	125657724
gin_chr1	evm_model_chr1_410	126027972	126051712
gin_chr1	evm_model_chr1_411	126092929	126103901
gin_chr1	evm_model_chr1_412	126181052	126181936
gin_chr1	evm_model_chr1_413	126357044	126358363
gin_chr1	evm_model_chr1_414	127061531	127063720
gin_chr1	evm_model_chr1_415	127208352	127209672
gin_chr1	evm_model_chr1_416	127428305	127616249
gin_chr1	evm_model_chr1_417	128283926	128287580
gin_chr1	evm_model_chr1_418	128378794	128380475
gin_chr1	evm_model_chr1_419	128602197	128603757
gin_chr1	evm_model_chr1_420	128929414	128934296
gin_chr1	evm_model_chr1_421	129079559	129080641
gin_chr1	evm_model_chr1_422	129209463	129274223
gin_chr1	evm_model_chr1_423	129895752	129896418
gin_chr1	evm_model_chr1_424	130174881	130175175
gin_chr1	evm_model_chr1_425	130653233	130870071
gin_chr1	evm_model_chr1_426	131517565	131518051
gin_chr1	evm_model_chr1_427	133218634	133219120
gin_chr1	evm_model_chr1_428	133991959	133992445
gin_chr1	evm_model_chr1_429	134365253	134365706
gin_chr1	evm_model_chr1_430	134567011	134569089
gin_chr1	evm_model_chr1_431	134678364	134681557
gin_chr1	evm_model_chr1_432	134960889	135292677
gin_chr1	evm_model_chr1_433	135741306	135742292
gin_chr1	evm_model_chr1_434	136134214	136134742
gin_chr1	evm_model_chr1_435	136437655	136437913
gin_chr1	evm_model_chr1_436	136860128	136894411
gin_chr1	evm_model_chr1_437	136924715	137097233
gin_chr1	evm_model_chr1_438	137224073	137361001
gin_chr1	evm_model_chr1_439	137408959	137440044
gin_chr1	evm_model_chr1_440	137488849	137491099
gin_chr1	evm_model_chr1_441	137613564	137615176
gin_chr1	evm_model_chr1_442	137694301	137739062
gin_chr1	evm_model_chr1_443	137957787	137958432
gin_chr1	evm_model_chr1_444	137979154	138064166
gin_chr1	evm_model_chr1_445	138224794	138386804
gin_chr1	evm_model_chr1_446	138586954	138587378
gin_chr1	evm_model_chr1_447	138659411	138661211
gin_chr1	evm_model_chr1_448	138788070	138790235
gin_chr1	evm_model_chr1_449	138816332	138817530
gin_chr1	evm_model_chr1_450	138853600	138854189
gin_chr1	evm_model_chr1_451	138966962	138967785
gin_chr1	evm_model_chr1_452	139154074	139178132
gin_chr1	evm_model_chr1_453	139221146	139221419
gin_chr1	evm_model_chr1_454	139304750	139305949
gin_chr1	evm_model_chr1_455	139331305	139332468
gin_chr1	evm_model_chr1_456	139512072	139512993
gin_chr1	evm_model_chr1_457	140102805	140107589
gin_chr1	evm_model_chr1_458	141143964	141144249
gin_chr1	evm_model_chr1_459	141193242	141197350
gin_chr1	evm_model_chr1_460	141198260	141203321
gin_chr1	evm_model_chr1_461	141391085	141394896
gin_chr1	evm_model_chr1_462	141752143	141753069
gin_chr1	evm_model_chr1_463	142318890	142505429
gin_chr1	evm_model_chr1_464	142606199	142775952
gin_chr1	evm_model_chr1_465	142878120	142878909
gin_chr1	evm_model_chr1_466	143198943	143204658
gin_chr1	evm_model_chr1_467	143521019	143678751
gin_chr1	evm_model_chr1_468	143830131	143838368
gin_chr1	evm_model_chr1_469	143992391	143994617
gin_chr1	evm_model_chr1_470	144251402	144251894
gin_chr1	evm_model_chr1_471	144655487	144680396
gin_chr1	evm_model_chr1_472	144844443	144847457
gin_chr1	evm_model_chr1_473	145235940	145237906
gin_chr1	evm_model_chr1_474	145501250	145501600
gin_chr1	evm_model_chr1_475	145502013	145508228
gin_chr1	evm_model_chr1_476	145710740	145711606
gin_chr1	evm_model_chr1_477	145954351	146008995
gin_chr1	evm_model_chr1_478	146361094	146365493
gin_chr1	evm_model_chr1_479	146389384	146617966
gin_chr1	evm_model_chr1_480	146733930	146734884
gin_chr1	evm_model_chr1_481	146943954	146975053
gin_chr1	evm_model_chr1_482	147102374	147168205
gin_chr1	evm_model_chr1_483	147311716	147539000
gin_chr1	evm_model_chr1_484	147647738	147795721
gin_chr1	evm_model_chr1_485	148148493	148151376
gin_chr1	evm_model_chr1_486	148155231	148155822
gin_chr1	evm_model_chr1_487	148505068	148507243
gin_chr1	evm_model_chr1_488	148685249	148687456
gin_chr1	evm_model_chr1_489	149651869	149663945
gin_chr1	evm_model_chr1_490	149846729	149848729
gin_chr1	evm_model_chr1_491	150008730	150010447
gin_chr1	evm_model_chr1_492	150182885	150183422
gin_chr1	evm_model_chr1_493	150562857	150796059
gin_chr1	evm_model_chr1_494	151025524	151067733
gin_chr1	evm_model_chr1_495	151123052	151123370
gin_chr1	evm_model_chr1_496	151640563	151641256
gin_chr1	evm_model_chr1_497	152033839	152035993
gin_chr1	evm_model_chr1_498	152210531	152211010
gin_chr1	evm_model_chr1_499	152359906	152360995
gin_chr1	evm_model_chr1_500	152361294	152423287
gin_chr1	evm_model_chr1_501	152426277	152427452
gin_chr1	evm_model_chr1_502	152758003	152758468
gin_chr1	evm_model_chr1_503	152852662	152855185
gin_chr1	evm_model_chr1_504	152902989	152903298
gin_chr1	evm_model_chr1_505	152904527	152973664
gin_chr1	evm_model_chr1_506	153321978	153322776
gin_chr1	evm_model_chr1_507	153429605	153498689
gin_chr1	evm_model_chr1_508	153599620	153599866
gin_chr1	evm_model_chr1_509	154475052	154494348
gin_chr1	evm_model_chr1_510	154761645	154761924
gin_chr1	evm_model_chr1_511	155181945	155182251
gin_chr1	evm_model_chr1_512	155325810	155327296
gin_chr1	evm_model_chr1_513	155460007	155460884
gin_chr1	evm_model_chr1_514	155843197	155917272
gin_chr1	evm_model_chr1_515	156945822	157052031
gin_chr1	evm_model_chr1_516	157271153	157272465
gin_chr1	evm_model_chr1_517	157422013	157423342
gin_chr1	evm_model_chr1_518	157722918	157840035
gin_chr1	evm_model_chr1_519	158422944	158424628
gin_chr1	evm_model_chr1_520	158520015	158523904
gin_chr1	evm_model_chr1_521	159008020	159009731
gin_chr1	evm_model_chr1_522	159021478	159021709
gin_chr1	evm_model_chr1_523	159342481	159551706
gin_chr1	evm_model_chr1_524	159888022	159889866
gin_chr1	evm_model_chr1_525	159892229	159893607
gin_chr1	evm_model_chr1_526	160053061	160054740
gin_chr1	evm_model_chr1_527	160617488	160619056
gin_chr1	evm_model_chr1_528	160849735	160851447
gin_chr1	evm_model_chr1_529	161068840	161069660
gin_chr1	evm_model_chr1_530	161235733	161238546
gin_chr1	evm_model_chr1_531	161356775	161490209
gin_chr1	evm_model_chr1_532	161668975	161669403
gin_chr1	evm_model_chr1_533	161988397	162215435
gin_chr1	evm_model_chr1_534	162487209	162576238
gin_chr1	evm_model_chr1_535	162918782	162919154
gin_chr1	evm_model_chr1_536	162996324	163013796
gin_chr1	evm_model_chr1_537	163304660	163482669
